Match_ID,Date,Teams,Team1,Team2,Toss_Winner,Toss_Decision,team1_form_winrate_5,team2_form_winrate_5,venue_chase_winrate_prior,venue_score_prior,h2h_team1_winrate_prior,venue_team1_winrate_prior,venue_team2_winrate_prior,venue_avg_first_innings_runs_prior,team1_recent_runs_for_5,team2_recent_runs_for_5,team1_recent_runs_against_5,team2_recent_runs_against_5,team1_recent_wkts_taken_5,team2_recent_wkts_taken_5,team1_recent_powerplay_rr_5,team2_recent_powerplay_rr_5,team1_recent_death_rr_5,team2_recent_death_rr_5,team1_player_elo_avg_prior,team2_player_elo_avg_prior,player_elo_gap_prior,team1_xi_continuity_prior,team2_xi_continuity_prior,team1_player_availability_prior,team2_player_availability_prior,team1_injury_proxy_prior,team2_injury_proxy_prior,venue_toss_bat_rate_prior,toss_decision_alignment_prior,toss_decision_venue_team1_winrate_prior,toss_field_chase_boost_team1,venue_pp_rr_first_innings_prior,venue_death_rr_first_innings_prior,venue_pp_rr_second_innings_prior,venue_death_rr_second_innings_prior,Match_Winner,Team1_Player_1,Team1_Player_2,Team1_Player_3,Team1_Player_4,Team1_Player_5,Team1_Player_6,Team1_Player_7,Team1_Player_8,Team1_Player_9,Team1_Player_10,Team1_Player_11,Team2_Player_1,Team2_Player_2,Team2_Player_3,Team2_Player_4,Team2_Player_5,Team2_Player_6,Team2_Player_7,Team2_Player_8,Team2_Player_9,Team2_Player_10,Team2_Player_11
548309,2012-04-06,Rajasthan Royals vs Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,field,0.4,0.6,0.6666666666666666,0.33333333333333326,0.7142857142857143,0.6,0.3333333333333333,158.75,131.0,164.2,144.6,142.6,3.8,7.8,6.933333333333333,5.8,4.413417203486169,6.881762946483747,985.9923007047076,988.4937479924043,-2.501447287696692,0.6363636363636364,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.2727272727272727,0.18181818181818177,0.39285714285714285,1.0,0.2857142857142857,0.33333333333333337,7.369047619047618,8.03402575567034,8.172619047619047,6.532733551898734,Rajasthan Royals,R Dravid,AM Rahane,AL Menaria,BJ Hodge,OA Shah,KK Cooper,J Botha,AA Chavan,SP Goswami,A Singh,SK Trivedi,AC Gilchrist,PC Valthaty,SE Marsh,AM Nayar,DJ Hussey,Mandeep Singh,Bipul Sharma,PP Chawla,JP Faulkner,P Kumar,Harmeet Singh
548310,2012-04-07,Royal Challengers Bengaluru vs Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,0.4,0.2,0.625,0.25,0.46153846153846156,0.36363636363636365,0.75,151.5,151.4,135.2,176.8,153.8,5.4,6.0,7.9,6.866666666666665,6.728521823004582,6.08,1017.3753603096927,977.3850149692225,39.990345340470185,0.5454545454545454,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.18181818181818177,0.09090909090909094,0.09090909090909091,1.0,0.25,0.375,6.734848484848485,8.019740169748125,7.88917748917749,5.004823769153636,Royal Challengers Bengaluru,AB McDonald,CA Pujara,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,HV Patel,Z Khan,M Muralitharan,AJ Finch,V Sehwag,NV Ojha,Y Venugopal Rao,GJ Maxwell,Y Nagar,IK Pathan,DAJ Bracewell,M Morkel,UT Yadav,S Nadeem
548312,2012-04-08,Rajasthan Royals vs Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0.4,0.2,0.6451612903225806,0.29032258064516125,0.3333333333333333,0.6129032258064516,0.6666666666666666,159.86206896551724,150.2,113.8,157.8,129.0,4.0,4.6,8.233333333333333,6.1000000000000005,5.179315820997689,3.9395604395604393,996.0642969011507,996.337519717166,-0.2732228160152772,1.0,0.9090909090909091,1.0,1.0,0.0,0.0,0.3793103448275862,1.0,0.3333333333333333,0.3548387096774194,7.442528735632182,8.110716747410295,8.149425287356323,6.57006634719135,Rajasthan Royals,R Dravid,AM Rahane,SP Goswami,AL Menaria,BJ Hodge,OA Shah,KK Cooper,J Botha,AA Chavan,A Singh,SK Trivedi,JH Kallis,BB McCullum,G Gambhir,MK Tiwary,DB Das,YK Pathan,R Bhatia,LR Shukla,B Lee,SP Narine,Iqbal Abdulla
548315,2012-04-10,Royal Challengers Bengaluru vs Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,0.6,0.0,0.6,0.19999999999999996,0.4666666666666667,0.391304347826087,0.5,151.7391304347826,158.6,130.0,157.8,139.0,6.4,4.8,8.3,5.9,7.439291053773812,5.760250094732854,1020.6251478915497,987.6283822834577,32.996765608092005,0.9090909090909091,0.6363636363636364,1.0,1.0,0.0,0.0,0.08695652173913043,1.0,0.5,0.6,6.77536231884058,8.11252738644804,7.879503105590062,5.108292969825886,Kolkata Knight Riders,CA Pujara,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,HV Patel,Z Khan,M Muralitharan,JH Kallis,G Gambhir,MS Bisla,YK Pathan,MK Tiwary,RN ten Doeschate,Shakib Al Hasan,LR Shukla,B Lee,R Bhatia,L Balaji
548316,2012-04-10,Delhi Capitals vs Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,0.2,0.6,0.4782608695652174,-0.04347826086956519,0.4444444444444444,0.4782608695652174,0.75,170.47619047619048,136.4,159.6,155.6,144.8,6.2,4.6,7.033333333333333,6.2666666666666675,6.185494505494506,9.365494505494507,968.927663090283,1057.5790951027827,-88.65143201249975,0.7272727272727273,1.0,0.8181818181818182,1.0,0.18181818181818177,0.0,0.5714285714285714,0.0,0.42857142857142855,0.4782608695652174,8.880952380952381,8.364264248693376,8.166666666666666,6.0527042670885045,Delhi Capitals,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,RE van der Merwe,Y Venugopal Rao,Y Nagar,IK Pathan,M Morkel,UT Yadav,S Nadeem,F du Plessis,M Vijay,SK Raina,S Badrinath,RA Jadeja,DJ Bravo,MS Dhoni,JA Morkel,R Ashwin,SB Jakati,DE Bollinger
548317,2012-04-11,Mumbai Indians vs Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0.6,0.6,0.5405405405405406,0.08108108108108114,0.3076923076923077,0.5625,0.8333333333333334,166.0857142857143,143.2,153.6,150.6,156.4,5.6,5.6,8.233333333333333,7.9,8.278571428571428,5.574187615869484,1056.6272311809441,1007.9398860046961,48.68734517624807,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091,0.0,0.09090909090909094,0.14285714285714285,1.0,0.5,0.45945945945945943,7.771428571428571,8.489072357264716,7.871428571428571,7.171399718626556,Mumbai Indians,RE Levi,TL Suman,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,JEC Franklin,Harbhajan Singh,SL Malinga,PP Ojha,MM Patel,R Dravid,AM Rahane,SP Goswami,OA Shah,AL Menaria,J Botha,KK Cooper,AA Chavan,GB Hogg,A Singh,SK Trivedi
548318,2012-04-12,Chennai Super Kings vs Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,0.4,0.4,0.38095238095238093,-0.23809523809523814,0.8571428571428571,0.65,0.42857142857142855,166.94736842105263,146.4,157.4,135.4,165.2,3.8,6.4,6.233333333333333,7.5,7.799560439560439,7.658000731193168,1045.0814716246034,1005.4571779711249,39.6242936534785,1.0,0.9090909090909091,1.0,0.9090909090909091,0.0,0.09090909090909094,0.7368421052631579,1.0,0.625,0.0,8.05263157894737,8.106189298816634,8.350877192982457,6.997754107168808,Chennai Super Kings,M Vijay,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,JA Morkel,RA Jadeja,S Badrinath,R Ashwin,SB Jakati,DE Bollinger,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,RR Bhatkal,CA Pujara,DL Vettori,R Vinay Kumar,Z Khan,M Muralitharan
548320,2012-04-13,Kolkata Knight Riders vs Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0.2,0.6,0.6428571428571429,0.2857142857142858,0.5714285714285714,0.5476190476190477,0.375,161.675,145.2,161.0,142.6,156.6,5.4,6.2,6.8,7.7666666666666675,7.144865479348238,6.054187615869485,1005.1419184550758,996.4214763931861,8.720442061889685,0.8181818181818182,0.9090909090909091,1.0,1.0,0.0,0.0,0.275,0.0,0.7142857142857143,0.0,7.5041666666666655,8.110879803959063,8.3125,6.33811568240491,Kolkata Knight Riders,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,Shakib Al Hasan,YK Pathan,RN ten Doeschate,DB Das,R Bhatia,L Balaji,SP Narine,R Dravid,AM Rahane,AL Menaria,SP Goswami,OA Shah,BJ Hodge,J Botha,GB Hogg,AA Chavan,A Singh,SK Trivedi
548323,2012-04-15,Kolkata Knight Riders vs Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,0.4,0.6,0.6511627906976745,0.30232558139534893,0.5454545454545454,0.5581395348837209,0.375,160.9268292682927,137.6,169.0,133.2,149.0,5.4,7.6,6.466666666666667,6.5,6.471019325502084,7.30083986956067,1017.0716366558719,976.9170308047039,40.15460585116796,0.9090909090909091,0.7272727272727273,1.0,0.8181818181818182,0.0,0.18181818181818177,0.2926829268292683,1.0,0.75,0.6511627906976745,7.5040650406504055,8.064441188050894,8.25609756097561,6.388405543809668,Punjab Kings,JH Kallis,G Gambhir,MS Bisla,MK Tiwary,Shakib Al Hasan,YK Pathan,DB Das,RN ten Doeschate,R Bhatia,SP Narine,JD Unadkat,AC Gilchrist,Mandeep Singh,SE Marsh,DJ Hussey,P Dogra,Bipul Sharma,AD Mascarenhas,PP Chawla,P Kumar,Harmeet Singh,BA Bhatt
548324,2012-04-15,Royal Challengers Bengaluru vs Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,Rajasthan Royals,bat,0.4,0.6,0.5769230769230769,0.15384615384615374,0.4166666666666667,0.375,0.5,152.29166666666666,163.4,158.0,171.4,153.8,6.6,7.0,7.9,7.833333333333333,7.390252252491342,6.178325546903967,1000.8341548655634,985.5572386556366,15.276916209926753,0.8181818181818182,0.9090909090909091,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,0.5,0.0,6.909722222222221,8.062966950474243,7.690079365079366,5.153511945545507,Rajasthan Royals,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,M Kaif,DL Vettori,R Vinay Kumar,Z Khan,S Aravind,M Muralitharan,R Dravid,AM Rahane,OA Shah,BJ Hodge,AL Menaria,J Botha,GB Hogg,SP Goswami,A Singh,SK Trivedi,Pankaj Singh
548325,2012-04-16,Mumbai Indians vs Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,0.8,0.4,0.5263157894736842,0.05263157894736836,0.6923076923076923,0.5757575757575758,0.42857142857142855,166.94444444444446,156.0,129.4,157.8,142.0,7.6,7.0,9.166666666666668,7.933333333333333,9.15934065934066,4.905494505494507,1049.4512744387148,967.2253363893598,82.22593804935502,0.7272727272727273,0.8181818181818182,0.8181818181818182,1.0,0.18181818181818177,0.0,0.1388888888888889,1.0,0.5217391304347826,0.4736842105263158,7.805555555555555,8.593542569562919,7.856481481481481,7.132194170886929,Delhi Capitals,RE Levi,DJ Jacobs,RG Sharma,AT Rayudu,KA Pollard,KD Karthik,Harbhajan Singh,CJ McKay,RP Singh,PP Ojha,MM Patel,NV Ojha,V Sehwag,KP Pietersen,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,AB Agarkar,M Morkel,UT Yadav,S Nadeem
548328,2012-04-18,Punjab Kings vs Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,0.8,0.4,0.4375,-0.125,0.4166666666666667,0.625,0.5,179.35714285714286,171.8,134.6,134.4,130.4,7.8,6.0,6.1,7.233333333333334,8.035736421284808,6.408381962864721,992.8987028192076,995.8192231989941,-2.920520379786467,0.9090909090909091,0.7272727272727273,1.0,1.0,0.0,0.0,0.5,1.0,0.5,0.0,8.261904761904761,8.949694863427817,8.035714285714285,6.992886807868602,Kolkata Knight Riders,AC Gilchrist,PC Valthaty,SE Marsh,Mandeep Singh,DJ Hussey,P Dogra,AD Mascarenhas,PP Chawla,Harmeet Singh,P Kumar,BA Bhatt,BB McCullum,G Gambhir,MS Bisla,JH Kallis,MK Tiwary,YK Pathan,R Bhatia,DB Das,SP Narine,L Balaji,B Lee
548331,2012-04-20,Punjab Kings vs Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.6,0.2,0.47058823529411764,-0.05882352941176472,0.46153846153846156,0.5882352941176471,0.5,175.66666666666666,164.0,153.6,142.4,182.0,6.2,5.4,6.3,7.433333333333333,7.816933002481389,7.699343161582251,990.8915442146543,991.7905060150086,-0.8989618003543001,0.6363636363636364,0.7272727272727273,0.7272727272727273,1.0,0.2727272727272727,0.0,0.5333333333333333,0.0,0.7142857142857143,0.5294117647058824,8.21111111111111,8.783817769968525,8.088888888888887,7.526694354010695,Royal Challengers Bengaluru,N Saini,PC Valthaty,SE Marsh,DJ Hussey,DA Miller,Mandeep Singh,Azhar Mahmood,PP Chawla,P Awana,P Kumar,Harmeet Singh,MA Agarwal,CH Gayle,V Kohli,SS Tiwary,AB de Villiers,AB McDonald,DL Vettori,KB Arun Karthik,R Vinay Kumar,HV Patel,Z Khan
548332,2012-04-21,Chennai Super Kings vs Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.6,0.4090909090909091,-0.18181818181818177,0.5,0.6666666666666666,0.4,168.85,162.4,170.2,150.6,154.4,5.0,8.0,7.2,7.533333333333333,8.830989010989011,9.106325546903966,1049.46697807096,992.6273625593512,56.83961551160883,0.8181818181818182,0.8181818181818182,0.9090909090909091,1.0,0.09090909090909094,0.0,0.75,1.0,0.6666666666666666,0.0,8.116666666666669,8.089115127993448,8.366666666666667,7.36572354466751,Chennai Super Kings,S Badrinath,F du Plessis,SK Raina,MS Dhoni,DJ Bravo,RA Jadeja,WP Saha,R Ashwin,KMDN Kulasekara,SB Jakati,DE Bollinger,R Dravid,AM Rahane,OA Shah,AL Menaria,BJ Hodge,SP Goswami,STR Binny,KK Cooper,GB Hogg,A Singh,SK Trivedi
548334,2012-04-22,Mumbai Indians vs Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,bat,0.6,0.4,0.5384615384615384,0.07692307692307687,0.4166666666666667,0.5588235294117647,0.375,164.9189189189189,138.8,162.6,141.4,147.4,6.8,5.6,8.133333333333335,6.2333333333333325,7.55934065934066,8.690051282051282,1045.3652208348526,984.7807698641427,60.584450970709895,0.7272727272727273,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.13513513513513514,0.0,0.2,0.0,7.698198198198198,8.442365743358515,7.8288288288288275,6.939432166268363,Punjab Kings,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,KA Pollard,Harbhajan Singh,NLTC Perera,AT Rayudu,PP Ojha,RP Singh,MM Patel,N Saini,Mandeep Singh,SE Marsh,DJ Hussey,Azhar Mahmood,DA Miller,SD Chitnis,PP Chawla,BA Bhatt,P Kumar,P Awana
548336,2012-04-23,Rajasthan Royals vs Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,0.4,0.4,0.625,0.25,0.3333333333333333,0.625,0.42857142857142855,160.0,161.2,157.4,151.8,173.6,6.8,5.6,7.0,7.066666666666667,8.388045977011494,7.6293166363833125,987.4734909368989,1005.8744845424015,-18.400993605502663,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.36666666666666664,1.0,0.5714285714285714,0.625,7.399999999999998,8.129248411385507,8.027777777777779,6.654512411480374,Royal Challengers Bengaluru,R Dravid,AM Rahane,OA Shah,SP Goswami,BJ Hodge,STR Binny,KK Cooper,GB Hogg,Pankaj Singh,SK Trivedi,A Chandila,V Kohli,TM Dilshan,MA Agarwal,CH Gayle,AB de Villiers,SS Tiwary,DL Vettori,R Vinay Kumar,Z Khan,HV Patel,KP Appanna
548339,2012-04-25,Punjab Kings vs Mumbai Indians,Punjab Kings,Mumbai Indians,Punjab Kings,bat,0.4,0.4,0.5,0.0,0.5,0.5555555555555556,0.2,174.875,149.0,141.8,155.8,144.8,4.8,6.2,6.833333333333333,7.366666666666665,8.922051282051282,7.413527851458886,996.5070687048427,1034.98610441729,-38.4790357124474,1.0,0.8181818181818182,1.0,0.9090909090909091,0.0,0.09090909090909094,0.5,1.0,0.4,0.0,8.125,8.943162492678827,7.958333333333333,7.495931129298821,Mumbai Indians,N Saini,Mandeep Singh,SE Marsh,DJ Hussey,DA Miller,SD Chitnis,Azhar Mahmood,PP Chawla,BA Bhatt,P Kumar,P Awana,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,KA Pollard,AT Rayudu,Harbhajan Singh,RJ Peterson,RP Singh,MM Patel,CJ McKay
548342,2012-04-27,Delhi Capitals vs Mumbai Indians,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,0.6,0.6,0.5,0.0,0.42857142857142855,0.5,0.6666666666666666,167.72727272727272,116.4,147.6,125.2,141.4,8.2,6.0,7.566666666666667,6.966666666666667,3.1483516483516487,8.382758620689655,979.5487713672582,1048.7970660685528,-69.24829470129464,1.0,0.7272727272727273,1.0,0.9090909090909091,0.0,0.09090909090909094,0.5454545454545454,0.0,0.5,0.5,8.787878787878789,8.247057432194326,8.174242424242424,5.777581345857208,Delhi Capitals,DPMD Jayawardene,V Sehwag,KP Pietersen,IK Pathan,LRPL Taylor,Y Nagar,NV Ojha,M Morkel,S Nadeem,UT Yadav,AB Agarkar,AC Blizzard,SR Tendulkar,RG Sharma,KD Karthik,AT Rayudu,KA Pollard,RJ Peterson,Harbhajan Singh,SL Malinga,RP Singh,R Shukla
548343,2012-04-28,Chennai Super Kings vs Punjab Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,0.6,0.4,0.43478260869565216,-0.13043478260869568,0.5,0.6818181818181818,0.25,167.76190476190476,156.4,150.6,144.8,151.8,5.0,5.2,7.866666666666667,6.8,7.790417582417582,9.478974358974359,1055.7456457692304,984.4664549346954,71.27919083453492,0.9090909090909091,0.9090909090909091,1.0,1.0,0.0,0.0,0.7619047619047619,1.0,0.7,0.0,8.055555555555557,8.021379486977887,8.325396825396826,7.369260518730962,Punjab Kings,F du Plessis,S Badrinath,SK Raina,WP Saha,RA Jadeja,MS Dhoni,DJ Bravo,JA Morkel,KMDN Kulasekara,R Ashwin,SB Jakati,Mandeep Singh,SE Marsh,Azhar Mahmood,DA Miller,DJ Hussey,Bipul Sharma,PP Chawla,N Saini,P Kumar,P Awana,BA Bhatt
548344,2012-04-28,Kolkata Knight Riders vs Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,0.6,0.4,0.6363636363636364,0.2727272727272727,0.6,0.5454545454545454,0.375,160.28571428571428,140.6,163.8,135.2,174.8,7.0,5.6,7.466666666666667,6.7666666666666675,9.40838196286472,8.370961198717529,1000.516989424963,1015.3453560166661,-14.828366591703116,0.8181818181818182,1.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.0,0.5,0.0,7.428571428571427,8.078144969287777,8.25,6.41761933122812,Kolkata Knight Riders,BB McCullum,G Gambhir,JH Kallis,YK Pathan,MK Tiwary,LR Shukla,R Bhatia,DB Das,SP Narine,B Lee,Iqbal Abdulla,TM Dilshan,CH Gayle,V Kohli,AB de Villiers,SS Tiwary,MA Agarwal,DL Vettori,R Vinay Kumar,Z Khan,HV Patel,KP Appanna
548345,2012-04-29,Delhi Capitals vs Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,0.8,0.2,0.48,-0.040000000000000036,0.6666666666666666,0.52,0.25,169.43478260869566,129.6,157.0,125.2,161.2,8.8,5.4,7.966666666666666,7.366666666666665,3.545888594164457,8.068998357963874,991.515917597973,982.6540588852072,8.861858712765866,1.0,0.7272727272727273,1.0,1.0,0.0,0.0,0.5217391304347826,1.0,0.5,0.0,8.797101449275363,8.338264830194872,8.173913043478262,5.787251722124287,Delhi Capitals,DPMD Jayawardene,V Sehwag,KP Pietersen,LRPL Taylor,Y Nagar,NV Ojha,IK Pathan,AB Agarkar,M Morkel,S Nadeem,UT Yadav,R Dravid,AM Rahane,BJ Hodge,OA Shah,SP Goswami,AL Menaria,KK Cooper,GB Hogg,AA Chavan,A Singh,Pankaj Singh
548347,2012-04-30,Chennai Super Kings vs Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0.4,0.8,0.4166666666666667,-0.16666666666666663,0.5454545454545454,0.6521739130434783,0.2,167.22727272727272,145.2,150.2,146.6,131.0,5.0,7.2,7.6,8.1,7.9032380952380965,9.55912087912088,1051.753655380885,1010.9435251711825,40.81013020970249,0.8181818181818182,1.0,0.9090909090909091,1.0,0.09090909090909094,0.0,0.7727272727272727,1.0,0.7,0.0,8.015151515151517,7.910689823776698,8.31060606060606,7.458536555758343,Kolkata Knight Riders,F du Plessis,MEK Hussey,SK Raina,DJ Bravo,MS Dhoni,RA Jadeja,JA Morkel,S Badrinath,R Ashwin,SB Jakati,VY Mahesh,G Gambhir,BB McCullum,JH Kallis,MK Tiwary,YK Pathan,DB Das,LR Shukla,R Bhatia,SP Narine,B Lee,Iqbal Abdulla
548349,2012-05-01,Rajasthan Royals vs Delhi Capitals,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,0.2,0.8,0.6060606060606061,0.21212121212121215,0.6,0.6060606060606061,0.3333333333333333,160.93548387096774,153.2,140.0,152.2,136.0,5.4,7.6,7.2333333333333325,7.766666666666666,8.374141215106732,5.234777483053345,972.2026852929437,1003.7473957767326,-31.54471048378889,0.9090909090909091,0.9090909090909091,1.0,1.0,0.0,0.0,0.3548387096774194,0.0,0.5555555555555556,0.0,7.360215053763438,8.314178106680078,8.026881720430108,6.6679613198658005,Delhi Capitals,R Dravid,AM Rahane,SR Watson,OA Shah,BJ Hodge,AL Menaria,SP Goswami,AA Chavan,GB Hogg,A Singh,Pankaj Singh,DPMD Jayawardene,V Sehwag,KP Pietersen,LRPL Taylor,Y Nagar,NV Ojha,IK Pathan,P Negi,M Morkel,S Nadeem,UT Yadav
548350,2012-05-02,Royal Challengers Bengaluru vs Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,0.4,0.4,0.5555555555555556,0.11111111111111116,0.5714285714285714,0.36,0.5,154.0,167.8,155.0,179.8,155.2,4.8,5.4,7.2666666666666675,7.366666666666665,9.132251521298176,8.868215738284704,994.7791287950902,987.0534020360934,7.725726758996757,0.8181818181818182,0.7272727272727273,1.0,1.0,0.0,0.0,0.12,1.0,0.3076923076923077,0.4444444444444444,6.919999999999999,8.326048272455273,7.742476190476191,5.227371467723686,Punjab Kings,MA Agarwal,CH Gayle,V Kohli,AB de Villiers,AB McDonald,AUK Pathan,SS Tiwary,DL Vettori,R Vinay Kumar,Z Khan,KP Appanna,Mandeep Singh,SE Marsh,N Saini,DJ Hussey,Azhar Mahmood,AM Nayar,P Dogra,PP Chawla,RJ Harris,P Kumar,P Awana
548354,2012-05-05,Punjab Kings vs Rajasthan Royals,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,0.6,0.2,0.5263157894736842,0.05263157894736836,0.5333333333333333,0.5263157894736842,0.4,174.47058823529412,162.8,155.2,161.4,153.6,6.0,5.2,7.633333333333333,7.6,8.425908045977012,8.288317460317462,999.6166531333079,971.6957497652253,27.920903368082577,0.9090909090909091,0.5454545454545454,1.0,1.0,0.0,0.0,0.5294117647058824,1.0,0.5714285714285714,0.0,8.07843137254902,9.028858816638897,7.882352941176471,7.760876356987126,Rajasthan Royals,SE Marsh,Mandeep Singh,N Saini,DJ Hussey,Azhar Mahmood,Gurkeerat Singh,AM Nayar,PP Chawla,RJ Harris,P Kumar,P Awana,R Dravid,AM Rahane,SR Watson,AL Menaria,BJ Hodge,J Botha,STR Binny,AA Chavan,DH Yagnik,SW Tait,SK Trivedi
548355,2012-05-06,Mumbai Indians vs Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,0.4,0.4,0.55,0.10000000000000009,0.45454545454545453,0.5428571428571428,0.6,164.8684210526316,158.6,150.6,160.4,151.6,5.0,5.4,6.833333333333334,7.633333333333333,7.932758620689656,9.02768253968254,1040.9591190982983,1038.0558091847115,2.9033099135867815,0.7272727272727273,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.09090909090909094,0.15789473684210525,1.0,0.5,0.55,7.666666666666666,8.38898225283456,7.833333333333332,7.034710267156037,Mumbai Indians,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,AT Rayudu,DR Smith,RJ Peterson,Harbhajan Singh,SL Malinga,RP Singh,MM Patel,M Vijay,F du Plessis,SK Raina,DJ Bravo,MS Dhoni,JA Morkel,RA Jadeja,S Badrinath,R Ashwin,SB Jakati,BW Hilfenhaus
548357,2012-05-07,Delhi Capitals vs Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,1.0,0.8,0.46153846153846156,-0.07692307692307687,0.5454545454545454,0.5384615384615384,0.6,168.70833333333334,141.4,145.2,132.8,134.2,7.2,6.4,8.266666666666667,7.333333333333334,3.757854406130268,9.25837646224743,1007.0025681100614,1019.0895126611687,-12.086944551107308,0.8181818181818182,0.9090909090909091,1.0,0.9090909090909091,0.0,0.09090909090909094,0.5416666666666666,1.0,0.5384615384615384,0.0,8.722222222222221,8.342688980788605,8.111111111111112,5.849687662273869,Kolkata Knight Riders,DA Warner,V Sehwag,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,NV Ojha,M Morkel,S Nadeem,VR Aaron,UT Yadav,BB McCullum,G Gambhir,JH Kallis,MK Tiwary,YK Pathan,DB Das,LR Shukla,R Bhatia,B Lee,PJ Sangwan,SP Narine
548360,2012-05-09,Mumbai Indians vs Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,0.4,0.4,0.5609756097560976,0.12195121951219523,0.375,0.5555555555555556,0.2857142857142857,165.07692307692307,154.0,158.4,161.0,170.8,4.6,5.0,6.5666666666666655,6.5,7.171647509578544,8.82216748768473,1049.340968079445,1001.2865651029434,48.05440297650159,0.8181818181818182,0.6363636363636364,1.0,1.0,0.0,0.0,0.15384615384615385,1.0,0.5,0.4390243902439024,7.6923076923076925,8.359556536360465,7.829059829059829,7.07085729734292,Royal Challengers Bengaluru,JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,AT Rayudu,DR Smith,KA Pollard,Harbhajan Singh,SL Malinga,PP Ojha,RP Singh,TM Dilshan,CH Gayle,V Kohli,AB de Villiers,MA Agarwal,SS Tiwary,J Syed Mohammad,R Vinay Kumar,Z Khan,HV Patel,M Muralitharan
